station_code,station_name,state,zone,address,latitude,longitude
BDHL,Badhal,Rajasthan,NWR,"Kishangarh Renwal, Rajasthan",27.2520587,75.4516454
KHH,KICHHA,Uttar Pradesh,NER,"Kichha, Uttar Pradesh",28.913427000000002,79.519746
SRKN,Sherekan,Rajasthan,NWR,"MDR 89, Rajasthan",29.55519806064484,74.43499088287354
BKKA,Bhukarka,Rajasthan,NWR,"Bhukarka, Rajasthan",29.238227312503696,74.75103096105158
NHR,Nohar,Rajasthan,NWR,"State Highway 36, Rajasthan",29.192562738768984,74.77362781763077
PRGD,Perungudi,Tamil Nadu,SR,"Chennai, Tamil Nadu",12.975217,80.231363
KNNA,Khinaniyan,Haryana,NWR,"State Highway 23, Haryana",29.345637263205944,74.7179570607841
DOD,DHODHAR,Madhya Pradesh,WR,"Dhodar, Madhya Pradesh",23.770740999999997,75.10354600000001
JNM,Jayanagar Majilpur Halt,West Bengal,ER,"Jaynagar, West Bengal",22.168635,88.415324
NSD,NASIRABAD,Rajasthan,NWR,"Nasirabad, Rajasthan",26.294459999999997,74.71699100000001
NZB,NIZAMABAD,Andhra Pradesh,SCR,"Nizamabad, Andhra Pradesh",18.679164999999998,78.103238
ADT,ADUTURAI,Tamil Nadu,SR,"Aduthurai, Tamil Nadu",11.009165,79.478668
KMU,KUMBAKONAM,Tamil Nadu,SR,"Kumbakonam, Tamil Nadu",10.952962,79.388644
MNM,MANAMADURAI JN,Tamil Nadu,SR,"Sivaganga, Tamil Nadu",9.681538999999999,78.45351
BTU,BARAUT,Uttar Pradesh,NR,"Baraut, Uttar Pradesh",29.09692,77.273006
MOGA,Moga,Punjab,NR,"Moga, Punjab",30.817296,75.16846699999999
RDK,Rasheedpura Khori,Rajasthan,NWR,"MDR 87, Rajasthan",27.713786000000002,75.087121
SNSI,SAINAGAR SHIRDI,Maharashtra,CR,"Near New Bus Stand Shirdi Sainagar, Maharashtra",19.780792299999998,74.4806877
DLJ,DHOLA JN,Gujarat,WR,"Dhola, Gujarat",21.822549000000002,71.738273
AQG,ASHAPURA GOMAT,Rajasthan,NWR,"National Highway 15, Rajasthan",26.950232,71.892665
MTPC,MOTIPURA CHAUKI,Rajasthan,WCR,"Motipura, Rajasthan",24.6093382288,77.04829951629999
DDNI,DUDHNOI,Assam,NFR,"Dudhnoi Railway Station, Assam",26.001459,90.76188
IJ,ITAUNJA,Uttar Pradesh,NER,"Itaunja, Uttar Pradesh",27.081066999999997,80.89123400000001
RMX,Ramsar,Rajasthan,NWR,"Barmer, Rajasthan",25.722252,70.866078
PBE,PILIBHIT JN,Uttar Pradesh,NER,"Pilibhit, Uttar Pradesh",28.614977999999997,79.813946
RMB,Rampura Beri,Rajasthan,NWR,"Rampura Bhal, Rajasthan",28.5301320576,75.64547982849999
RSWT,Ramgarh Shekhawati,Rajasthan,NWR,"Ramgarh, Rajasthan",28.169397,74.993046
DMGN,DHAMALGAON,Assam,NFR,"A T Rd, Assam",27.325566,94.85656900000001
LKPL,LAKDIKAPUL,Andhra Pradesh,SCR,"Hyderabad, Andhra Pradesh",17.404048000000003,78.463527
BRUD,BARUD,Madhya Pradesh,WCR,"Khandwa, Madhya Pradesh",22.052142,76.814085
REWA,REWA,Madhya Pradesh,WCR,"Rewa, Madhya Pradesh",24.537122,81.250615
DOK,DHOLKA,Gujarat,WR,"Bagodara Dholka, Gujarat",22.731982,72.433842
MBA,MAHOBA,Uttar Pradesh,NCR,"Junction Point - Khajuraho, Uttar Pradesh",25.306914,79.849079
JGZ,Jamgaon,Madhya Pradesh,SECR,"Bamhani, Madhya Pradesh",22.418426,80.198945
NOLI,NOLI,Uttar Pradesh,NR,"Ghaziabad, Uttar Pradesh",28.746571,77.31077099999999
SUJR,SUJRA,Uttar Pradesh,NR,"State Highway 57, Uttar Pradesh",29.012729,77.26134099999999
AMOD,Amod,Gujarat,WR,"Amod, Gujarat",21.990791167399735,72.86546467803419
VKL,Vankal,Gujarat,WR,"SH 166, Gujarat",21.439673931772646,73.23136643506587
BY,BYCULLA,Maharashtra,CR,"Mumbai, Maharashtra",18.97695,72.833211
KTY,Kotturu,Tamil Nadu,SWR,"Kothur Rd, Tamil Nadu",14.826788325296278,76.21354088187218
BLMR,Bhalukmara,Assam,NFR,"Bhalukmara, Assam",26.685532,94.143709
ANJ,Anjangaon,Maharashtra,CR,"Anjangaon, Maharashtra",21.163199753077336,77.31896504759789
DEB,Debagram,West Bengal,ER,"Debagram, West Bengal",23.685277,88.306807
ELP,Achalpur,Maharashtra,CR,"Dist. Amravati, Maharashtra",21.27760302246017,77.51926277764142
BTY,Bethuadahari,West Bengal,ER,"Bethuadahari, West Bengal",23.610275,88.384597
WARUD,Warud,Maharashtra,CR,"Wardha, Maharashtra",20.74690547756532,78.65141943097115
PCU,PUTLACHERUVU,Andhra Pradesh,SCR,"Putlacheruvu, Andhra Pradesh",16.484823,81.112395
GPJ,Gorapur,Andhra Pradesh,ECoR,"Jeypore Rd, Andhra Pradesh",18.346936,82.79406
GDU,Gudru Halt,Madhya Pradesh,SECR,"Lamta, Madhya Pradesh",22.2718946035,80.1163395764
BGNA,Balgona,West Bengal,ER,"Balgona, West Bengal",23.458049719226736,87.95045644976199
KLNP,Kalinarayanpur,West Bengal,ER,"Ranaghat-Bagula Bypass, West Bengal",23.206506,88.573216
BRDB,Barda,West Bengal,SER,"Sutahata, West Bengal",22.15295838,88.08753041
NIR,Nainpur Junction,Madhya Pradesh,SECR,"Nainpur, Madhya Pradesh",22.425676,80.108853
NCH,NAKACHARI,Assam,NFR,"Mariani, Assam",26.7081333353,94.3939129431
APDJ,ALIPUR DUAR JN,West Bengal,NFR,"03564-255091, West Bengal",26.523279,89.534048
JTK,Jhitkia,West Bengal,NFR,"National Highway 34, West Bengal",25.626133,88.05297200000001
SNKR,Sanka,West Bengal,SER,"Garh Dhrubeswar, West Bengal",23.52693,86.616164
VNK,Binaiki,Madhya Pradesh,SECR,"Binaiki Railway Station, Madhya Pradesh",22.72003,79.902424
GCN,Gocharan,West Bengal,ER,"Gocharan, West Bengal",22.277738,88.45836999999999
SEY,Seoni,Madhya Pradesh,SECR,"Seoni, Madhya Pradesh",22.075431,79.545769
SDMD,Sudamdih,West Bengal,SER,"Jairampur More to Baliapur, West Bengal",23.654478,86.44032
CLC,Chalala,Gujarat,WR,"Chalala, Gujarat",21.4155588,71.16224249999999
HP,HARIPUR,Rajasthan,NWR,"Pali, Rajasthan",26.012397,74.024928
KUGT,Kumarghat,Tripura,NFR,"Kumarghat, Tripura",24.1506303119,92.0348331158
AWB,AURANGABAD,Maharashtra,SCR,"Aurangabad, Maharashtra",19.859276,75.31064599999999
BNL,BEVINAHALU,Andhra Pradesh,SCR,"Rayalaseema Region, Andhra Pradesh",15.16697376,77.21298975
SMNH,SOMNATH,Gujarat,WR,"Somnath, Gujarat",20.896131999999998,70.408254
CUPJ,CUDDALORE PORT,Tamil Nadu,SR,"Cuddalore Township, Tamil Nadu",11.715119,79.766287
GOLE,GOLE,Rajasthan,NWR,"National Highway 112, Rajasthan",25.891938,72.00004
TAT,Tummanamgutta,Andhra Pradesh,SCR,"Chennai - Anantpur Rd, Andhra Pradesh",13.707414,78.37926300000001
MBGA,Marwar Bagra,Rajasthan,NWR,"SH 31, Rajasthan",25.208689,72.59376099999999
JNE,JANIYANA,Rajasthan,NWR,"State Highway 68, Rajasthan",25.827638,72.336284
SMR,SAMDHARI JN,Rajasthan,NWR,"Barmer, Rajasthan",25.837202,72.57300699999999
SUT,SUTLANA,Rajasthan,NWR,"Dundara, Rajasthan",25.970783,72.951414
PBR,PORBANDAR,Gujarat,WR,"Porbandar, Gujarat",21.643597999999997,69.615506
CKVD,Chikkandawadi,Karnataka,SWR,"Chikkandawadi, Karnataka",14.137920273699999,76.2025684888
BHG,Bhaton Ki Gali,Rajasthan,NWR,"Chomun, Rajasthan",27.105646,75.712919
HMO,Hanumangarh Town,Rajasthan,NWR,"Hanumangarh, Rajasthan",29.574220545495677,74.33120188303292
GRD,Giridih,Jharkhand,ER,"Giridih, Jharkhand",24.182255899999998,86.3146452
GGY,Gagariya,Rajasthan,NWR,"State Highway 40, Rajasthan",25.741083,70.734877
AGTL,Agartala,Tripura,NFR,"Agartala, Tripura",23.792417,91.278481
POK,POKRAN,Rajasthan,NWR,"National Highway 15, Rajasthan",26.930571,71.923129
OCH,ODHANIYA CHACHA,Rajasthan,NWR,"National Highway 15, Rajasthan",26.972848,71.718687
SOG,SURATGARH JN,Rajasthan,NWR,"National Highway 15, Rajasthan",29.324152,73.90724800000001
SNV,Sondad,Maharashtra,SECR,"National Highway 6, Maharashtra",21.079845,80.094149
QMRS,Kayamsar,Rajasthan,NWR,"State Highway 41, Rajasthan",28.125576,75.000562
AYB,Aliyabad,Karnataka,SWR,"Bijapur, Karnataka",16.878268000000002,75.758306
MBF,Munabao,Rajasthan,NWR,"Barmer, Rajasthan",25.742614,70.276543
CLDR,Chilikidara,Orissa,ECoR,"Orissa, Orissa",21.243022,85.827112
KLYT,Kolayat,Rajasthan,NWR,"Kolayat, Rajasthan",27.835319,72.95507400000001
CLD,CHALSA JN,West Bengal,NFR,"Chalsa, West Bengal",26.882215,88.798213
CRX,CARRON,West Bengal,NFR,"National Highway 31C, West Bengal",26.880279,88.9704
CNPI,Chandanpahari,Jharkhand,ER,"Chandanpahari, Jharkhand",24.404224,86.953082
COD,Chhota Gudha,Rajasthan,NWR,"Ringas, Rajasthan",27.293803,75.599508
IRA,ISRANA,Haryana,NR,"Israna, Haryana",29.291379,76.85285999999999
CLN,KOLLIDAM,Tamil Nadu,SR,"Vallampadugai, Tamil Nadu",11.332713,79.718347
CNA,CHANDERIYA,Rajasthan,WR,"Chittorgarh, Rajasthan",24.939557999999998,74.629979
CRC,CHARKHARI ROAD,Uttar Pradesh,NCR,"Charkhari, Uttar Pradesh",25.307555999999998,79.74565299999999
CSZ,Cossimbazar,West Bengal,ER,"Berhampore, West Bengal",24.122264,88.266903
CNE,CHANDRANATHPUR,Assam,NFR,"National Highway 54, Assam",24.984962,92.71665800000001
CNL,CHANDAWAL,Rajasthan,NWR,"Pali, Rajasthan",25.946542716,73.86881457700001
BFY,BHESANA,Rajasthan,NWR,"Marwar, Rajasthan",25.82438,73.7180903
COL,Coromandel,Karnataka,SWR,"KGF, Karnataka",12.97518,78.257278
MQP,Makrandpur,Uttar Pradesh,NER,"Aonla- Bareilly Link Rd, Uttar Pradesh",28.213407,79.290097
CNKP,CHANAKYAPURI,Delhi NCT,NR,"Chanakyapuri, Delhi NCT",28.591905,77.172004
CTND,Chettinad,Tamil Nadu,SR,"Kanadukathan, Tamil Nadu",10.160613,78.775924
SEPR,SHERPUR,Uttar Pradesh,NR,"State Highway 51, Uttar Pradesh",28.919358,78.25287
NVS,NAVSARI,Gujarat,WR,"Navsari, Gujarat",20.946851,72.914294
JBD,Jalalabad,Punjab,NR,"Jalalabad, Punjab",30.60775,74.268446
DDM,DAM DIM,West Bengal,NFR,"National Highway 31, West Bengal",26.859243000000003,88.67133299999999
COE,CHITROD,Gujarat,WR,"Kutch, Gujarat",23.417869,70.655356
COM,Chomun Samod,Rajasthan,NWR,"Chomun, Rajasthan",27.158223,75.70272
DKT,DHULKOT,Haryana,NR,"Ambala City, Haryana",30.395686,76.78753499999999
CRLM,Carmelaram,Karnataka,SWR,"Bengaluru, Karnataka",12.907633,77.706014
CNR,CHANDAR,Goa,SWR,"CHANRA (chandor), Goa",15.264834,74.047794
CMDP,Chimidipalli,Andhra Pradesh,ECoR,"Borra, Andhra Pradesh",18.262764,83.07686199999999
TAS,Thasra,Gujarat,WR,"National Highway 59, Gujarat",22.797769,73.221682
CLW,Chilwariya,Uttar Pradesh,NER,"Bahraich, Uttar Pradesh",27.487001000000003,81.69873199999999
CQL,CHIRAKKAL,Kerala,SR,"Kannur district, Kerala",11.911049,75.353696
CMNR,CHAMARAJANAGAR,Karnataka,SWR,"Chamarajnagar, Karnataka",11.934891,76.932807
CMJ,CHAMARAJAPURAM,Karnataka,SWR,"Mysore, Karnataka",12.29844,76.637861
ACL,ANCHELI,Gujarat,WR,"Navsari, Gujarat",20.845167,72.944978
CVR,CHORVAD ROAD,Gujarat,WR,"Gadu, Gujarat",21.055196000000002,70.290734
CTH,CHIKALTHANA,Maharashtra,SCR,"Aurangabad, Maharashtra",19.859565,75.402851
BTKD,BHARATKUND,Uttar Pradesh,NR,"Bikapur, Uttar Pradesh",26.6360965,82.12739309999999
DHW,Dhariwal,Punjab,NR,"Dhariwal, Punjab",31.949113,75.32156499999999
CPE,Chandiposi,Orissa,SER,"National Highway 23, Orissa",22.068676999999997,84.915988
CRU,CHUDAWA,Maharashtra,SCR,"Hingoli, Maharashtra",19.1803282622,77.1169303369
DBB,DHUBRI,Assam,NFR,"Dhubri, Assam",26.023137000000002,89.977952
CPS,CHANDPUR SIAU HALT,Uttar Pradesh,NR,"Chandpur, Uttar Pradesh",29.13201,78.27585499999999
CX,CHANOL,Gujarat,WR,"State Highway 25, Gujarat",22.427916,70.53884199999999
CSR,CHAK SIKANDAR,Bihar,ECR,"Chak Sikander, Bihar",25.6767202377,85.365246145
CRQ,Charpokhari Halt,Bihar,ECR,"Charpokhari, Bihar",25.3615157718,84.487603186
DAG,DHANG,Bihar,ECR,"Bhang, Bihar",26.7174,85.353298
CRW,Charaud,Haryana,NWR,"National Highway 65, Haryana",29.0094584,75.6466632
CPK,CHAPARMUKH JN,Assam,NFR,"Chaparmukh, Assam",26.202272,92.511718
CTW,Chhintanwala,Punjab,NR,"Sherpur Sodhian Link Rd, Punjab",30.365958000000003,76.014229
CTA,Chitradurg,Karnataka,SWR,"Chitradurga, Karnataka",14.231154,76.386431
AAV,Ambav,Gujarat,WR,"Ambav, Gujarat",,
CTD,Chhota Udepur,Gujarat,WR,"Vadodara, Gujarat",22.314788,74.014286
DBY,Digboi,Assam,NFR,"Tinsukia, Assam",27.383483,95.61698200000001
CWI,CHONDI,Maharashtra,SCR,"Parbhani, Maharashtra",19.430619765,77.1556666229
CSDR,CHANNASANDRA,Karnataka,SWR,"Bengaluru, Karnataka",13.010940720799999,77.6629705685
MNHA,Mindha,Rajasthan,NWR,"Minda to Mandha Bhimsingh Rd, Rajasthan",27.112061,75.33241
DBO,DABHODA,Gujarat,WR,"Dabhoda, Gujarat",23.168331000000002,72.748038
DABN,DHABAN,Rajasthan,NWR,"Sangaria, Rajasthan",29.859997,74.54288000000001
DBI,DABLI RATHAN,Rajasthan,NWR,"Hanumangarh, Rajasthan",29.542416,74.19093000000001
SID,SIDDHPUR,Gujarat,WR,"State Highway 41, Gujarat",23.918067,72.367959
CTJ,CHHATAINI,Madhya Pradesh,WCR,"Awasthi Sadan Rd, Madhya Pradesh",23.994088,81.287323
KTKD,KATANGI KHURD,Madhya Pradesh,WCR,"State Highway 10, Madhya Pradesh",23.7758696073,80.48673398129999
CRL,Choral,Madhya Pradesh,WR,"SH 27, Madhya Pradesh",22.450677,75.94413499999999
ABSA,Ambassa,Tripura,NFR,"Ambassa, Tripura",23.930507,91.860783
DBKA,Dabka,Madhya Pradesh,SCR,"Amlakhurd, Madhya Pradesh",21.361353,76.720809
CQR,Champapukur,West Bengal,ER,"Kholapota, West Bengal",22.656633999999997,88.80796000000001
CUR,Churu,Rajasthan,NWR,"Churu, Rajasthan",28.288281,74.966203
CWA,Chhindwara Junction,Madhya Pradesh,SECR,"Chhindwara, Madhya Pradesh",22.058201,78.953212
CTPE,Chandanattop Halt,Kerala,SR,"Kilikkollur, Kerala",8.932478000000001,76.64532
DAVM,DHANUVACHAPURAM,Kerala,SR,"Dhanuvachapuram, Kerala",8.378802,77.124352
CTS,CHATTRIPUT,Orissa,ECoR,"Jeypore, Orissa",18.922722,82.590027
DAVJ,D.A.V.C.H. JALANDHAR,Punjab,NR,"Jalandhar, Punjab",31.346977000000003,75.56132
DLPI,INDRAPURI,Delhi NCT,NR,"Delhi Cantonment, Delhi NCT",28.628342466499998,77.14358825779999
GRG,Guwarighat,Madhya Pradesh,SECR,"Gwarighat, Madhya Pradesh",23.110295,79.92761300000001
DSJ,DELHI SAFDARJUNG,Delhi NCT,NR,"Netaji Nagar, Delhi NCT",28.582121,77.186969
DHRN,DHURANA,Haryana,NR,"Panipat, Haryana",29.253606,76.803295
DUK,DUDIA,Rajasthan,NWR,"Dundara, Rajasthan",25.934458,72.902042
DAJ,DUROJI,Karnataka,SWR,"Bellary, Karnataka",15.227107,76.70013
DKO,Devakottai Road,Tamil Nadu,SR,"NH 210, Tamil Nadu",10.037610999999998,78.761747
DIB,DIBAI,Uttar Pradesh,NR,"Dibai, Uttar Pradesh",28.19378,78.303084
LMA,LAMBIYA,Rajasthan,NWR,"National Highway 79, Rajasthan",25.578333999999998,74.58561499999999
DOHM,Devgarh Madriya,Rajasthan,NWR,"Devgarh, Rajasthan",25.610206,73.855552
DYE,DAYANAND NAGAR,Andhra Pradesh,SCR,"Secunderabad, Andhra Pradesh",17.456247,78.53134999999999
DBV,DABILPUR,Andhra Pradesh,SCR,"Rangareddy, Andhra Pradesh",17.674226,78.470315
BGZ,BAHADURGARH,Haryana,NR,"Bahadurgarh, Haryana",28.700863000000002,76.930886
DME,DAMNAGAR,Gujarat,WR,"Damnagar, Gujarat",21.688346,71.509053
AG,Aranghata,West Bengal,ER,"Haranath Para Ln, West Bengal",23.242037,88.613551
RLG,RELANGI,Andhra Pradesh,SCR,"Relangi, Andhra Pradesh",16.709921,81.64411
DNDI,DHONDI,Maharashtra,SCR,"State Highway 148, Maharashtra",19.106268,76.736112
FKA,Fazilka,Punjab,NR,"Fazilka, Punjab",30.408641,74.02541699999999
BDHT,Bardi Halt,Madhya Pradesh,SECR,"State Highway 19, Madhya Pradesh",21.621177,78.822411
DJL,Dodajala Lake,Karnataka,SWR,"Hosur Road., Karnataka",13.183156,77.652122
DIU,Dhing,Assam,NFR,"National Highway 37, Assam",26.453101,92.45086500000001
DGQ,Dugdol,Gujarat,NWR,"Dhanera, Gujarat",24.631708,72.096828
DAU,Dagru,Punjab,NR,"Dagru, Punjab",30.834858,75.047442
DJ,Darjeeling,West Bengal,NFR,"Darjeeling, West Bengal",27.038151,88.263326
DBN,Dhablan,Punjab,NR,"Gurudwara Ishar Darbar Rd, Punjab",30.3379133215,76.276917865
DBZ,Dhing Bazar,Assam,NFR,"Mathaouri Rd, Assam",26.455873,92.481039
DLC,DALMERA,Rajasthan,NWR,"Bikaner, Rajasthan",28.417832,73.65658
DIR,DHANAPUR ORISSA,Orissa,ECoR,"National Highway 43, Orissa",18.945173,82.50739300000001
DRN,DEORANIAN,Uttar Pradesh,NER,"SH 37, Uttar Pradesh",28.64478,79.476473
BGS,BEGU SARAI,Bihar,ECR,"06243-222853, Bihar",25.425296,86.134476
GBP,GULABPURA,Rajasthan,NWR,"Gulabpura, Rajasthan",25.9027951891,74.65595449829999
GOA,GOHAD ROAD,Madhya Pradesh,NCR,"Bhind, Madhya Pradesh",26.480421000000003,78.439153
DHNR,DHANORA DECCAN,Maharashtra,SCR,"Kinwat, Maharashtra",19.465517438899997,78.13275402709999
ETAH,Etah,Uttar Pradesh,NCR,"Etah, Uttar Pradesh",27.571173,78.65391899999999
GG,GANDHIGRAM,Gujarat,WR,"Ahmedabad, Gujarat",23.02676,72.568831
GGLE,GANGATIKURI,West Bengal,ER,"State Highway 6, West Bengal",23.71822,88.087286
GDD,Gadra Road,Rajasthan,NWR,"Gadara, Rajasthan",25.743851,70.64304
DTAE,DHATRIGRAM,West Bengal,ER,"Dhatrigram, West Bengal",23.277796,88.31182199999999
DNUA,Dhansura,Gujarat,WR,"State Highway 68, Gujarat",23.351916,73.19870999999999
EDU,ERIODU,Tamil Nadu,SR,"State Highway 74, Tamil Nadu",10.515627989999999,78.05712899000001
GDN,GANGAIKONDAN,Tamil Nadu,SR,"Thoothukudi, Tamil Nadu",8.830736,77.786203
DTC,DITOKCHERRA,Assam,NFR,"North Cachar Hills, Assam",25.090538,92.798715
BPG,BADURPUR GHAT,Assam,NFR,"National Highway 53, Assam",24.872902,92.581099
GIW,Girdharpur,Rajasthan,NCR,"State Highway 6, Rajasthan",25.845508,76.794583
GIR,Gainsari Junction,Uttar Pradesh,NER,"Balrampur, Uttar Pradesh",27.526839296800002,82.5441789069
GGH,Ghogardiha,Bihar,ECR,"Ghoghardiha, Bihar",26.282768,86.468503
FSR,FAQARSAR,Punjab,NR,"Fakarsar, Punjab",30.189431000000003,74.57257200000001
CFG,CHAKITING,Assam,NFR,"Dhodar Ali, Assam",26.5616754046,94.0956546234
FRH,Farhatnagar,Uttar Pradesh,NR,"Farhatnagar, Uttar Pradesh",27.081164,80.143212
GATD,Gautamdhara,Jharkhand,SER,"Gautamdhara, Jharkhand",23.3498809788,85.6329945703
GEG,Gir Gadhara,Gujarat,WR,"Junagadh, Gujarat",20.906347,70.919246
FLD,Phulad,Rajasthan,NWR,"State Highway 62, Rajasthan",25.623979,73.81311799999999
GADM,Ganga Dham,Uttar Pradesh,NER,"Ganga Dham, Uttar Pradesh",27.20976,81.930509
DTR,Dhamtari,Chhattisgarh,SECR,"Dhamtari, Chhattisgarh",20.714515000000002,81.550321
DRW,DHAREWADA,Gujarat,WR,"Unjha, Gujarat",23.960815999999998,72.378575
KZQ,KHIMEL,Rajasthan,NWR,"Jawai Bandh, Rajasthan",25.300189,73.279577
HDW,HALDWANI,Uttarakhand,NER,"Haldwani, Uttarakhand",29.215097,79.533732
HBU,Halbarga,Karnataka,SCR,"Halbarga, Karnataka",17.988470000000003,77.298175
GNH,GANGAKHER,Maharashtra,SCR,"State Highway 217, Maharashtra",18.973377,76.755511
GPX,Gautampura Road,Madhya Pradesh,WR,"Barnagar, Madhya Pradesh",23.2008894,75.68198989999999
RGQ,RAIGADH ROAD,Gujarat,NWR,"National Highway 8, Gujarat",23.596666,73.183592
GS,GODHANESHWAR,Gujarat,WR,"Bagodara Dholka Link Rd, Gujarat",22.68118,72.36834
GLH,Gulaothi,Uttar Pradesh,NR,"Gulaothi, Uttar Pradesh",28.582962,77.801799
HNB,Hasanabad,West Bengal,ER,"Taki, West Bengal",22.570155,88.912953
HR,Harpalu,Rajasthan,NWR,"Bahal, Rajasthan",28.569053803099997,75.4910470972
DUR,DESUR,Karnataka,SWR,"Desur, Karnataka",15.754344,74.49801
CNC,CHINCHLI,Karnataka,SWR,"Belagavi, Karnataka",16.571696999999997,74.855323
GKD,GADHAKDA,Gujarat,WR,"Gadhakada Rd, Gujarat",21.237962,71.38171899999999
GYN,GYANPUR ROAD,Uttar Pradesh,NER,"Bhadohi District, Uttar Pradesh",25.280144010999997,82.4272883557
AAR,ADESAR,Gujarat,WR,"Dist. Kachchh, Gujarat",23.552978399500002,70.9720505023
HRR,HARIHAR,Karnataka,SWR,"Harihar, Karnataka",14.515431,75.812314
GVA,Ganguwada,Andhra Pradesh,ECoR,"Ganguwada, Andhra Pradesh",18.66763705,84.1072235
GUX,Gurhi,Madhya Pradesh,SCR,"Khandwa, Madhya Pradesh",21.629554,76.58074500000001
HMH,HANUMANGARH JN,Rajasthan,NWR,"Hanumangarh, Rajasthan",29.614904,74.297633
AAM,Angadippuram,Kerala,SR,"Angadipuram, Kerala",10.979489000000001,76.20734300000001
HKR,Kiwar Khed,Maharashtra,SCR,"State Highway 194, Maharashtra",21.186952,76.8767
CPT,CHANNAPATNA,Karnataka,SWR,"Channapatna, Karnataka",12.659673000000002,77.203824
JDR,JIWDHARA,Bihar,ECR,"Jiwdhara, Bihar",26.581722,84.906874
KIA,KHARI AMRAPUR,Gujarat,WR,"State Highway 237, Gujarat",23.390711,72.913948
IMR,IBRAHIMPUR,Karnataka,SWR,"Bijapur, Karnataka",16.802926,75.719362
JND,JUNAGADH JN,Gujarat,WR,"Junagadh, Gujarat",21.530606,70.457612
JA,JALIYA,Gujarat,WR,"Ranuja Village Rd, Gujarat",21.8163569109,71.6324910046
IDP,INDUPALLI,Andhra Pradesh,SCR,"Krishna, Andhra Pradesh",16.479094,80.87706899999999
DBL,DODBELE,Karnataka,SWR,"National Highway 4, Karnataka",13.216441000000001,77.351193
JBO,Jamadobu,Jharkhand,SER,"Jharia, Jharkhand",23.715138999999997,86.410031
JHBN,JHAMATPUR BAHARAN,West Bengal,ER,"Goai, West Bengal",23.749987,88.098669
JIT,JIRAT,West Bengal,ER,"Jirat, West Bengal",23.098255,88.461461
JDD,Jerthi Dadhia,Rajasthan,NWR,"MDR 87, Rajasthan",27.731618001396782,75.2010774705559
JGJN,JUGIJAN,Assam,NFR,"National Highway 36, Assam",26.028001,92.81771
JMI,JAMGURI,Assam,NFR,"National Highway 39, Assam",26.3877071452,93.9604479663
CSM,CANSAULIM,Goa,SWR,"Arossim Beach Rd, Goa",15.344532000000001,73.897226
IDM,Indemau,Uttar Pradesh,NR,"Indemau, Uttar Pradesh",26.318344,80.767021
JNO,Junnor Deo,Madhya Pradesh,CR,"Dongar Parasia, Madhya Pradesh",22.191279,78.592052
ICL,Ichauli,Uttar Pradesh,NCR,"Maudaha, Uttar Pradesh",25.520955,80.178833
KAU,Kachna,West Bengal,NFR,"National Highway 34, West Bengal",25.6337383216,88.0246425354
JOA,JANWAL,Maharashtra,SCR,"Latur, Maharashtra",18.559639999999998,76.75514700000001
JADR,Jadar,Gujarat,WR,"State Highway 9, Gujarat",23.745814000000003,72.952369
JJW,Jojwa,Gujarat,WR,"Vadodara, Gujarat",22.253213000000002,73.642431
HSB,Hasanbazar Halt,Bihar,ECR,"Hasan Bazar, Bihar",25.2665823122,84.34929577759999
JI,JHUSI,Uttar Pradesh,NER,"NH 2, Uttar Pradesh",25.431145,81.91664399999999
JSH,Jaswantgarh,Rajasthan,NWR,"Sujangarh, Rajasthan",27.668988,74.44396800000001
LOHA,Loha,Rajasthan,NWR,"Ratangarh, Rajasthan",28.006921,74.619424
KBA,Kurabalakota,Andhra Pradesh,SCR,"Kurabalakota Railway Station, Andhra Pradesh",13.666284000000001,78.48584299999999
ABE,Ambikeshwar,Madhya Pradesh,NCR,"State Highway 2, Madhya Pradesh",26.368567,77.963828
JTO,Jutogh,Himachal Pradesh,NR,"Shimla, Himachal Pradesh",31.100734,77.122043
KHBV,KHARBAO,Maharashtra,CR,"Thane, Maharashtra",19.297247,72.983444
KEV,KELA DEVI,Rajasthan,WCR,"Bharatpur, Rajasthan",27.015612,77.329069
KDE,KORADACHERI,Tamil Nadu,SR,"Koradacheri, Tamil Nadu",10.771022,79.49003499999999
CTHR,CHITAHRA,Madhya Pradesh,WCR,"MDR 11, Madhya Pradesh",24.862627000000003,80.842854
STA,SATNA,Madhya Pradesh,WCR,"Satna, Madhya Pradesh",24.568619,80.827717
KALS,KALAS HALT,Karnataka,SWR,"State Highway 6, Karnataka",15.08644671,75.3899776996
KLPM,KAILASAPURAM,Tamil Nadu,SR,"Thattaparai, Tamil Nadu",8.847387005,77.9946102
KHNP,Khanapur Deccan,Karnataka,SCR,"State Highway 4, Karnataka",17.942175,77.382161
KBSH,Krishna Ballabh,Jharkhand,ER,"Giridih, Jharkhand",24.255819,86.482965
KEMA,KUKMA,Gujarat,WR,"Kutch, Gujarat",23.217031,69.766265
KKDI,Karaikkudi Junction,Tamil Nadu,SR,"Ariyakudi Road, Tamil Nadu",10.068518,78.79331499999999
KJZ,KARONJI,Chhattisgarh,SECR,"Devipur, Chhattisgarh",23.282475,82.923013
KDZ,Kandaghat,Himachal Pradesh,NR,"Kandhaghat, Himachal Pradesh",30.965544,77.106996
NPB,Nagapattinam Beach,Tamil Nadu,SR,"Nagapattinam, Tamil Nadu",10.764487,79.848443
JWN,Jiwa Arain,Punjab,NR,"State Highway 20, Punjab",30.673761,74.355654
